Nome: JOAO PESSOA
Codigo Estacao: A320
Latitude: -7.165409
Longitude: -34.815627
Altitude: 33.5
Situacao: Operante
Data Inicial: 2009-01-01
Data Final: 2019-12-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;RADIACAO GLOBAL(Kj/m²);
2013-01-31;0200;-3,54;
2013-01-31;0300;-3,54;
2013-01-31;0400;-3,54;
2013-01-31;0500;-3,54;
2013-01-31;0600;-3,54;
2013-01-31;0700;-3,54;
2013-01-31;0800;-3,54;
2013-01-31;0900;22,028;
2013-01-31;1000;452,731;
2013-01-31;1100;1452,774;
2013-01-31;1200;2519,837;
2013-01-31;1300;3179,749;
2013-01-31;1400;3683,154;
2013-01-31;1500;3962,801;
2013-01-31;1600;3824,405;
2013-01-31;1700;3244,566;
2013-01-31;1800;2598,822;
2013-01-31;1900;1409,742;
2013-01-31;2000;956,298;
2013-01-31;2100;161,205;
2013-01-31;2200;-3,356;
2013-01-31;2300;-3,54;
2013-02-01;0000;-3,54;
2013-02-01;0100;-3,54;
2013-02-01;0200;-3,54;
2013-02-01;0300;-3,54;
2013-02-01;0400;-3,54;
2013-02-01;0500;-3,54;
2013-02-01;0600;-3,54;
2013-02-01;0700;-3,54;
2013-02-01;0800;-3,403;
2013-02-01;0900;25,685;
2013-02-01;1000;170,588;
2013-02-01;1100;945,223;
2013-02-01;1200;2197,237;
2013-02-01;1300;2798,93;
2013-02-01;1400;3375,021;
2013-02-01;1500;3599,637;
2013-02-01;1600;3497,524;
2013-02-01;1700;3382,928;
2013-02-01;1800;2755,287;
2013-02-01;1900;1981,156;
2013-02-01;2000;1047,477;
2013-02-01;2100;173,738;
2013-02-01;2200;-3,318;
2013-02-01;2300;-3,54;
2013-02-02;0000;-3,54;
2013-02-02;0100;-3,534;
2013-02-02;0200;-3,54;
2013-02-02;0300;-3,534;
2013-02-02;0400;-3,54;
2013-02-02;0500;-3,535;
2013-02-02;0600;-3,532;
2013-02-02;0700;-3,54;
2013-02-02;0800;-3,54;
2013-02-02;0900;14,517;
2013-02-02;1000;562,162;
2013-02-02;1100;1328,576;
2013-02-02;1200;1785,781;
2013-02-02;1300;3042,535;
2013-02-02;1400;3201,662;
2013-02-02;1500;3560,352;
2013-02-02;1600;3528,25;
2013-02-02;1700;2712,7;
2013-02-02;1800;2504,112;
2013-02-02;1900;1787,311;
2013-02-02;2000;919,063;
2013-02-02;2100;184,476;
2013-02-02;2200;-3,399;
2013-02-02;2300;-3,532;
2013-02-03;0000;-3,54;
2013-02-03;0100;-3,487;
2013-02-03;0200;-3,154;
2013-02-03;0300;-3,219;
2013-02-03;0400;-1,956;
2013-02-03;0500;-2,81;
2013-02-03;0600;-3,518;
2013-02-03;0700;-3,428;
2013-02-03;0800;-3,505;
2013-02-03;0900;24,127;
2013-02-03;1000;446,554;
2013-02-03;1100;1103,329;
2013-02-03;1200;2196,6;
2013-02-03;1300;2947,936;
2013-02-03;1400;2883,939;
2013-02-03;1500;3741,739;
2013-02-03;1600;3256,052;
2013-02-03;1700;2753,712;
2013-02-03;1800;2730,841;
2013-02-03;1900;1967,868;
2013-02-03;2000;961,237;
2013-02-03;2100;154,749;
2013-02-03;2200;-3,335;
2013-02-03;2300;-3,54;
2013-02-04;0000;-3,54;
2013-02-04;0100;-3,54;
2013-02-04;0200;-3,54;
2013-02-04;0300;-3,54;
2013-02-04;0400;-3,54;
2013-02-04;0500;-3,54;
2013-02-04;0600;-3,54;
2013-02-04;0700;-3,54;
2013-02-04;0800;-3,535;
2013-02-04;0900;25,282;
2013-02-04;1000;388,941;
2013-02-04;1100;1199,786;
2013-02-04;1200;2086,172;
2013-02-04;1300;2690,056;
2013-02-04;1400;3426,705;
2013-02-04;1500;3813,985;
2013-02-04;1600;3549,08;
2013-02-04;1700;3214,784;
2013-02-04;1800;2750,193;
2013-02-04;1900;1986,299;
2013-02-04;2000;1023,786;
2013-02-04;2100;209,046;
2013-02-04;2200;-3,5;
2013-02-04;2300;-3,538;
2013-02-05;0000;-3,54;
2013-02-05;0100;-3,54;
2013-02-05;0200;-3,54;
2013-02-05;0300;-3,54;
2013-02-05;0400;-3,489;
2013-02-05;0500;-3,54;
2013-02-05;0600;-3,54;
2013-02-05;0700;-3,54;
2013-02-05;0800;-3,54;
2013-02-05;0900;26,602;
2013-02-05;1000;359,979;
2013-02-05;1100;1347,962;
2013-02-05;1200;2456,599;
2013-02-05;1300;2919,557;
2013-02-05;1400;3704,491;
2013-02-05;1500;3865,379;
2013-02-05;1600;3853,484;
2013-02-05;1700;3481,064;
2013-02-05;1800;2902,973;
2013-02-05;1900;2047,304;
2013-02-05;2000;1117,917;
2013-02-05;2100;188,874;
2013-02-05;2200;-3,36;
2013-02-05;2300;-3,535;
2013-02-06;0000;-3,54;
2013-02-06;0100;-3,349;
2013-02-06;0200;-3,54;
2013-02-06;0300;-3,54;
2013-02-06;0400;-3,54;
2013-02-06;0500;-3,54;
2013-02-06;0600;-3,54;
2013-02-06;0700;-3,54;
2013-02-06;0800;-3,54;
2013-02-06;0900;18,476;
2013-02-06;1000;345,047;
2013-02-06;1100;1200,982;
2013-02-06;1200;2282,154;
2013-02-06;1300;2798,533;
2013-02-06;1400;3627,844;
2013-02-06;1500;3579,172;
2013-02-06;1600;3651,407;
2013-02-06;1700;3292,745;
2013-02-06;1800;2808,209;
2013-02-06;1900;2030,817;
2013-02-06;2000;1098,338;
2013-02-06;2100;170,485;
2013-02-06;2200;-3,534;
2013-02-06;2300;-3,54;
2013-02-07;0000;-3,54;
2013-02-07;0100;-3,54;
2013-02-07;0200;-3,54;
2013-02-07;0300;-3,538;
2013-02-07;0400;-3,447;
2013-02-07;0500;-3,54;
2013-02-07;0600;-3,538;
2013-02-07;0700;-3,54;
2013-02-07;0800;-3,54;
2013-02-07;0900;27,442;
2013-02-07;1000;425,6;
2013-02-07;1100;1308,976;
2013-02-07;1200;2504,964;
2013-02-07;1300;3023,89;
2013-02-07;1400;3485,838;
2013-02-07;1500;3824,894;
2013-02-07;1600;3620,95;
2013-02-07;1700;3268,582;
2013-02-07;1800;2820,59;
2013-02-07;1900;1998,622;
2013-02-07;2000;1010,898;
2013-02-07;2100;201,28;
2013-02-07;2200;-3,528;
2013-02-07;2300;-3,54;
2013-02-08;0000;-3,54;
2013-02-08;0100;-3,54;
2013-02-08;0200;-3,54;
2013-02-08;0300;-3,54;
2013-02-08;0400;-3,476;
2013-02-08;0500;-3,397;
2013-02-08;0600;-3,531;
2013-02-08;0700;-3,528;
2013-02-08;0800;-3,54;
2013-02-08;0900;18,944;
2013-02-08;1000;395,862;
2013-02-08;1100;1210,048;
2013-02-08;1200;2043,974;
2013-02-08;1300;2978,552;
2013-02-08;1400;2907,934;
2013-02-08;1500;3669,246;
2013-02-08;1600;3492,57;
2013-02-08;1700;2963,344;
2013-02-08;1800;2582,51;
2013-02-08;1900;1832,977;
2013-02-08;2000;852,985;
2013-02-08;2100;149,124;
2013-02-08;2200;-3,482;
2013-02-08;2300;-3,427;
2013-02-09;0000;-3,472;
2013-02-09;0100;-3,54;
2013-02-09;0200;-3,54;
2013-02-09;0300;-3,54;
2013-02-09;0400;-3,454;
2013-02-09;0500;-3,487;
2013-02-09;0600;-3,377;
2013-02-09;0700;-3,442;
2013-02-09;0800;-3,54;
2013-02-09;0900;17,443;
2013-02-09;1000;339,625;
2013-02-09;1100;988,086;
2013-02-09;1200;2111,983;
2013-02-09;1300;3004,773;
2013-02-09;1400;3493,173;
2013-02-09;1500;3736,1;
2013-02-09;1600;3335,37;
2013-02-09;1700;3351,085;
2013-02-09;1800;2638,024;
2013-02-09;1900;1203,068;
2013-02-09;2000;742,86;
2013-02-09;2100;187,854;
2013-02-09;2200;-3,336;
2013-02-09;2300;-3,397;
2013-02-10;0000;-3,54;
2013-02-10;0100;-3,54;
2013-02-10;0200;-3,518;
2013-02-10;0300;-3,293;
2013-02-10;0400;-2,973;
2013-02-10;0500;-3,433;
2013-02-10;0600;-3,54;
2013-02-10;0700;-3,378;
2013-02-10;0800;-3,526;
2013-02-10;0900;15,982;
2013-02-10;1000;239,08;
2013-02-10;1100;540,522;
2013-02-10;1200;1685,649;
2013-02-10;1300;2119,983;
2013-02-10;1400;3090,441;
2013-02-10;1500;2642,767;
2013-02-10;1600;2715,013;
2013-02-10;1700;2814,83;
2013-02-10;1800;1649,545;
2013-02-10;1900;899,509;
2013-02-10;2000;611,823;
2013-02-10;2100;88,246;
2013-02-10;2200;-2,454;
2013-02-10;2300;-3,233;
2013-02-11;0000;-3,492;
2013-02-11;0100;-3,355;
2013-02-11;0200;-3,15;
2013-02-11;0300;-2,591;
2013-02-11;0400;-2,34;
2013-02-11;0500;-2,195;
2013-02-11;0600;-1,715;
2013-02-11;0700;-2,978;
2013-02-11;0800;-3,417;
2013-02-11;0900;13,898;
2013-02-11;1000;182,06;
2013-02-11;1100;1140,925;
2013-02-11;1200;2126,622;
2013-02-11;1300;2863,285;
2013-02-11;1400;3484,38;
2013-02-11;1500;3669,325;
2013-02-11;1600;3752,552;
2013-02-11;1700;3325,519;
2013-02-11;1800;2833,375;
2013-02-11;1900;1945,617;
2013-02-11;2000;1004,655;
2013-02-11;2100;198,605;
2013-02-11;2200;-3,443;
2013-02-11;2300;-3,54;
2013-02-12;0000;-3,54;
2013-02-12;0100;-3,441;
2013-02-12;0200;-3,54;
2013-02-12;0300;-3,495;
2013-02-12;0400;-3,54;
2013-02-12;0500;-3,54;
2013-02-12;0600;-3,54;
2013-02-12;0700;-3,54;
2013-02-12;0800;-3,54;
2013-02-12;0900;13,641;
2013-02-12;1000;245,939;
2013-02-12;1100;748,313;
2013-02-12;1200;1825,883;
2013-02-12;1300;1829,788;
2013-02-12;1400;3601,574;
2013-02-12;1500;3697,473;
2013-02-12;1600;2826,054;
2013-02-12;1700;2672,625;
2013-02-12;1800;2195,955;
2013-02-12;1900;1300,059;
2013-02-12;2000;940,066;
2013-02-12;2100;136,832;
2013-02-12;2200;-3,309;
2013-02-12;2300;-3,515;
2013-02-13;0000;-3,534;
2013-02-13;0100;-3,54;
2013-02-13;0200;-3,54;
2013-02-13;0300;-3,54;
2013-02-13;0400;-3,529;
2013-02-13;0500;-3,54;
2013-02-13;0600;-3,439;
2013-02-13;0700;-2,631;
2013-02-13;0800;-2,811;
2013-02-13;0900;28,884;
2013-02-13;1000;471,072;
2013-02-13;1100;1278,65;
2013-02-13;1200;2364,495;
2013-02-13;1300;2982,83;
2013-02-13;1400;3556,481;
2013-02-13;1500;3749,143;
2013-02-13;1600;3457,194;
2013-02-13;1700;3297,395;
2013-02-13;1800;2761,054;
2013-02-13;1900;1871,273;
2013-02-13;2000;1005,669;
2013-02-13;2100;213,324;
2013-02-13;2200;-3,329;
2013-02-13;2300;-3,391;
2013-02-14;0000;-3,307;
2013-02-14;0100;-3,532;
2013-02-14;0200;-3,215;
2013-02-14;0300;-3,459;
2013-02-14;0400;-3,54;
2013-02-14;0500;-3,538;
2013-02-14;0600;-3,54;
2013-02-14;0700;-3,54;
2013-02-14;0800;-3,54;
2013-02-14;0900;13,029;
2013-02-14;1000;371,182;
2013-02-14;1100;981,192;
2013-02-14;1200;2132,113;
2013-02-14;1300;2851,758;
2013-02-14;1400;3473,66;
2013-02-14;1500;3676,157;
2013-02-14;1600;3735,08;
2013-02-14;1700;3343,392;
2013-02-14;1800;2715,213;
2013-02-14;1900;1085,949;
2013-02-14;2000;641,198;
2013-02-14;2100;130,107;
2013-02-14;2200;-3,156;
2013-02-14;2300;-3,54;
2013-02-15;0000;-3,537;
2013-02-15;0100;-3,537;
2013-02-15;0200;-3,4;
2013-02-15;0300;-3,54;
2013-02-15;0400;-3,54;
2013-02-15;0500;-3,54;
2013-02-15;0600;-3,54;
2013-02-15;0700;-3,241;
2013-02-15;0800;-3,528;
2013-02-15;0900;17,551;
2013-02-15;1000;394,06;
2013-02-15;1100;1255,731;
2013-02-15;1200;2308,21;
2013-02-15;1300;2761,206;
2013-02-15;1400;3477,597;
2013-02-15;1500;3692,606;
2013-02-15;1600;3691,134;
2013-02-15;1700;2945,092;
2013-02-15;1800;1814,436;
2013-02-15;1900;1556,587;
2013-02-15;2000;638,182;
2013-02-15;2100;170,074;
2013-02-15;2200;-3,346;
2013-02-15;2300;-3,54;
2013-02-16;0000;-3,54;
2013-02-16;0100;-3,54;
2013-02-16;0200;-3,537;
2013-02-16;0300;-3,248;
2013-02-16;0400;-3,535;
2013-02-16;0500;-3,507;
2013-02-16;0600;-3,534;
2013-02-16;0700;-3,54;
2013-02-16;0800;-3,524;
2013-02-16;0900;22,212;
2013-02-16;1000;324,737;
2013-02-16;1100;1176,009;
2013-02-16;1200;2209,54;
2013-02-16;1300;2671,332;
2013-02-16;1400;3619,195;
2013-02-16;1500;2368,029;
2013-02-16;1600;3678,756;
2013-02-16;1700;3390,46;
2013-02-16;1800;2675,238;
2013-02-16;1900;1921,044;
2013-02-16;2000;742,602;
2013-02-16;2100;109,683;
2013-02-16;2200;-3,475;
2013-02-16;2300;-3,54;
2013-02-17;0000;-3,456;
2013-02-17;0100;-3,54;
2013-02-17;0200;-3,54;
2013-02-17;0300;-3,534;
2013-02-17;0400;-3,538;
2013-02-17;0500;-3,54;
2013-02-17;0600;-3,464;
2013-02-17;0700;-3,458;
2013-02-17;0800;-3,54;
2013-02-17;0900;26,144;
2013-02-17;1000;394,99;
2013-02-17;1100;1019,615;
2013-02-17;1200;2146,484;
2013-02-17;1300;3091,558;
2013-02-17;1400;3719,268;
2013-02-17;1500;2625,863;
2013-02-17;1600;3777,684;
2013-02-17;1700;2332,938;
2013-02-17;1800;2713,775;
2013-02-17;1900;1697,721;
2013-02-17;2000;449,966;
2013-02-17;2100;89,488;
2013-02-17;2200;-3,531;
2013-02-17;2300;-3,54;
2013-02-18;0000;-3,54;
2013-02-18;0100;-3,467;
2013-02-18;0200;-3,535;
2013-02-18;0300;-3,509;
2013-02-18;0400;-3,208;
2013-02-18;0500;-3,461;
2013-02-18;0600;-3,218;
2013-02-18;0700;-3,524;
2013-02-18;0800;-3,072;
2013-02-18;0900;2,503;
2013-02-18;1000;28,072;
2013-02-18;1100;71,942;
2013-02-18;1200;162,353;
2013-02-18;1300;513,232;
2013-02-18;1400;456,557;
2013-02-18;1500;388,979;
2013-02-18;1600;565,485;
2013-02-18;1700;754,439;
2013-02-18;1800;1501,111;
2013-02-18;1900;1109,099;
2013-02-18;2000;453,613;
2013-02-18;2100;122,051;
2013-02-18;2200;-2,82;
2013-02-18;2300;-3,469;
2013-02-19;0000;-3,484;
2013-02-19;0100;-3,54;
2013-02-19;0200;-3,236;
2013-02-19;0300;-3,138;
2013-02-19;0400;-3,442;
2013-02-19;0500;-3,503;
2013-02-19;0600;-3,481;
2013-02-19;0700;-1,322;
2013-02-19;0800;-3,27;
2013-02-19;0900;28,582;
2013-02-19;1000;434,972;
2013-02-19;1100;1425,036;
2013-02-19;1200;2024,426;
2013-02-19;1300;1994,234;
2013-02-19;1400;2652,839;
2013-02-19;1500;2937,836;
2013-02-19;1600;3384,514;
2013-02-19;1700;3192,241;
2013-02-19;1800;2605,94;
2013-02-19;1900;1787,87;
2013-02-19;2000;892,377;
2013-02-19;2100;168,123;
2013-02-19;2200;-3,54;
2013-02-19;2300;-3,54;
2013-02-20;0000;-3,54;
2013-02-20;0100;-3,535;
2013-02-20;0200;-3,54;
2013-02-20;0300;-3,54;
2013-02-20;0400;-3,538;
2013-02-20;0500;-3,528;
2013-02-20;0600;-2,948;
2013-02-20;0700;-2,8;
2013-02-20;0800;-3,267;
2013-02-20;0900;20,302;
2013-02-20;1000;369,121;
2013-02-20;1100;956,101;
2013-02-20;1200;2189,133;
2013-02-20;1300;3148,682;
2013-02-20;1400;2917,489;
2013-02-20;1500;3774,947;
2013-02-20;1600;2084,579;
2013-02-20;1700;1722,456;
2013-02-20;1800;1149,56;
2013-02-20;1900;960,448;
2013-02-20;2000;177,051;
2013-02-20;2100;30,123;
2013-02-20;2200;2,085;
2013-02-20;2300;-,159;
2013-02-21;0000;-2,292;
2013-02-21;0100;-2,922;
2013-02-21;0200;-3,497;
2013-02-21;0300;-3,54;
2013-02-21;0400;-3,427;
2013-02-21;0500;-3,257;
2013-02-21;0600;-3,531;
2013-02-21;0700;-3,535;
2013-02-21;0800;-3,54;
2013-02-21;0900;6,3;
2013-02-21;1000;252,675;
2013-02-21;1100;1094,636;
2013-02-21;1200;2060,437;
2013-02-21;1300;1292,748;
2013-02-21;1400;3183,613;
2013-02-21;1500;2976,825;
2013-02-21;1600;1989,184;
2013-02-21;1700;1721,98;
2013-02-21;1800;2378,828;
2013-02-21;1900;1832,115;
2013-02-21;2000;888,485;
2013-02-21;2100;108,491;
2013-02-21;2200;-3,537;
2013-02-21;2300;-3,514;
2013-02-22;0000;-3,445;
2013-02-22;0100;-3,54;
2013-02-22;0200;-3,52;
2013-02-22;0300;-3,537;
2013-02-22;0400;-3,54;
2013-02-22;0500;-3,54;
2013-02-22;0600;-3,54;
2013-02-22;0700;-3,54;
2013-02-22;0800;-3,54;
2013-02-22;0900;26,759;
2013-02-22;1000;401,939;
2013-02-22;1100;1283,082;
2013-02-22;1200;2068,375;
2013-02-22;1300;3089,962;
2013-02-22;1400;3490,592;
2013-02-22;1500;3695,322;
2013-02-22;1600;3334,871;
2013-02-22;1700;2908,092;
2013-02-22;1800;2170,43;
2013-02-22;1900;1634,472;
2013-02-22;2000;693,692;
2013-02-22;2100;131,615;
2013-02-22;2200;-3,54;
2013-02-22;2300;-3,54;
2013-02-23;0000;-3,54;
2013-02-23;0100;-3,54;
2013-02-23;0200;-3,54;
2013-02-23;0300;-3,54;
2013-02-23;0400;-3,54;
2013-02-23;0500;-3,54;
2013-02-23;0600;-3,54;
2013-02-23;0700;-3,54;
2013-02-23;0800;-3,54;
2013-02-23;0900;14,466;
2013-02-23;1000;268,879;
2013-02-23;1100;1174,816;
2013-02-23;1200;2289,479;
2013-02-23;1300;2834,051;
2013-02-23;1400;2878,889;
2013-02-23;1500;2798,943;
2013-02-23;1600;3015,859;
2013-02-23;1700;2557,468;
2013-02-23;1800;2629,531;
2013-02-23;1900;1423,571;
2013-02-23;2000;642,184;
2013-02-23;2100;133,033;
2013-02-23;2200;-3,412;
2013-02-23;2300;-3,54;
2013-02-24;0000;-3,486;
2013-02-24;0100;-3,528;
2013-02-24;0200;-3,54;
2013-02-24;0300;-3,515;
2013-02-24;0400;-3,333;
2013-02-24;0500;-3,523;
2013-02-24;0600;-3,54;
2013-02-24;0700;-3,54;
2013-02-24;0800;-3,54;
2013-02-24;0900;13,312;
2013-02-24;1000;348,646;
2013-02-24;1100;1207,604;
2013-02-24;1200;2218,24;
2013-02-24;1300;3067,812;
2013-02-24;1400;3461,716;
2013-02-24;1500;3743,242;
2013-02-24;1600;3490,175;
2013-02-24;1700;3197,35;
2013-02-24;1800;2251,582;
2013-02-24;1900;1244,204;
2013-02-24;2000;739,082;
2013-02-24;2100;127,945;
2013-02-24;2200;-3,115;
2013-02-24;2300;-3,54;
2013-02-25;0000;-3,54;
2013-02-25;0100;-3,538;
2013-02-25;0200;-3,54;
2013-02-25;0300;-3,54;
2013-02-25;0400;-3,276;
2013-02-25;0500;-3,54;
2013-02-25;0600;-3,54;
2013-02-25;0700;-3,54;
2013-02-25;0800;-3,54;
2013-02-25;0900;18,64;
2013-02-25;1000;336,064;
2013-02-25;1100;1255,679;
2013-02-25;1200;2027,497;
2013-02-25;1300;2694,469;
2013-02-25;1400;3146,248;
2013-02-25;1500;3503,77;
2013-02-25;1600;3635,007;
2013-02-25;1700;3416,426;
2013-02-25;1800;2375,581;
2013-02-25;1900;1989,053;
2013-02-25;2000;741,571;
2013-02-25;2100;187,521;
2013-02-25;2200;-3,54;
2013-02-25;2300;-3,54;
2013-02-26;0000;-3,54;
2013-02-26;0100;-3,54;
2013-02-26;0200;-3,54;
2013-02-26;0300;-3,15;
2013-02-26;0400;-2,967;
2013-02-26;0500;-3,388;
2013-02-26;0600;-3,512;
2013-02-26;0700;-3,54;
2013-02-26;0800;-3,54;
2013-02-26;0900;14,717;
2013-02-26;1000;268,558;
2013-02-26;1100;1358,885;
2013-02-26;1200;2365,654;
2013-02-26;1300;3154,4;
2013-02-26;1400;3274,772;
2013-02-26;1500;3734,511;
2013-02-26;1600;3676,191;
2013-02-26;1700;3350,337;
2013-02-26;1800;2730,328;
2013-02-26;1900;1872,652;
2013-02-26;2000;1023,848;
2013-02-26;2100;229,36;
2013-02-26;2200;-3,54;
2013-02-26;2300;-3,54;
2013-02-27;0000;-3,54;
2013-02-27;0100;-3,54;
2013-02-27;0200;-3,54;
2013-02-27;0300;-3,413;
2013-02-27;0400;-3,389;
2013-02-27;0500;-3,537;
2013-02-27;0600;-3,538;
2013-02-27;0700;-3,54;
2013-02-27;0800;-3,442;
2013-02-27;0900;14,592;
2013-02-27;1000;299,019;
2013-02-27;1100;1389,446;
2013-02-27;1200;2383,685;
2013-02-27;1300;3058,446;
2013-02-27;1400;3466,797;
2013-02-27;1500;3869,374;
2013-02-27;1600;3625,572;
2013-02-27;1700;3478,872;
2013-02-27;1800;2369,628;
2013-02-27;1900;1737,388;
2013-02-27;2000;703,613;
2013-02-27;2100;178,02;
2013-02-27;2200;-3,538;
2013-02-27;2300;-3,54;
2013-02-28;0000;-3,54;
2013-02-28;0100;-3,54;
2013-02-28;0200;-3,54;
2013-02-28;0300;-3,54;
2013-02-28;0400;-3,54;
2013-02-28;0500;-3,54;
2013-02-28;0600;-3,54;
2013-02-28;0700;-3,54;
2013-02-28;0800;-3,54;
2013-02-28;0900;12,018;
2013-02-28;1000;299,488;
2013-02-28;1100;957,735;
2013-02-28;1200;1838,83;
2013-02-28;1300;2812,855;
2013-02-28;1400;3541,283;
2013-02-28;1500;3630,874;
2013-02-28;1600;3845,407;
2013-02-28;1700;3375,431;
2013-02-28;1800;2659,299;
2013-02-28;1900;1800,444;
2013-02-28;2000;828,766;
2013-02-28;2100;144,983;
2013-02-28;2200;-3,497;
2013-02-28;2300;-3,54;
2013-03-01;0000;-3,54;
2013-03-01;0100;-3,538;
2013-03-01;0200;-3,537;
2013-03-01;0300;-3,495;
2013-03-01;0400;-3,202;
2013-03-01;0500;-3,534;
2013-03-01;0600;-3,15;
2013-03-01;0700;-3,074;
2013-03-01;0800;-3,094;
2013-03-01;0900;21,51;
2013-03-01;1000;269,258;
2013-03-01;1100;723,743;
2013-03-01;1200;1970,215;
2013-03-01;1300;2113,868;
2013-03-01;1400;3213,292;
2013-03-01;1500;3250,543;
2013-03-01;1600;3741,546;
2013-03-01;1700;3409,877;
2013-03-01;1800;2643,432;
2013-03-01;1900;1918,672;
2013-03-01;2000;599,831;
2013-03-01;2100;66,306;
2013-03-01;2200;-3,107;
2013-03-01;2300;-3,517;
2013-03-02;0000;-3,49;
2013-03-02;0100;-3,255;
2013-03-02;0200;-3,54;
2013-03-02;0300;-3,54;
2013-03-02;0400;-3,54;
2013-03-02;0500;-3,507;
2013-03-02;0600;-3,323;
2013-03-02;0700;-3,46;
2013-03-02;0800;-2,78;
2013-03-02;0900;22,833;
2013-03-02;1000;293,263;
2013-03-02;1100;1201,551;
2013-03-02;1200;2045,273;
2013-03-02;1300;2838,06;
2013-03-02;1400;3545,413;
2013-03-02;1500;2947,519;
2013-03-02;1600;2647,696;
2013-03-02;1700;3416,626;
2013-03-02;1800;2864,415;
2013-03-02;1900;1836,141;
2013-03-02;2000;1012,787;
2013-03-02;2100;170,202;
2013-03-02;2200;-3,488;
2013-03-02;2300;-3,537;
2013-03-03;0000;-3,436;
2013-03-03;0100;-3,538;
2013-03-03;0200;-3,54;
2013-03-03;0300;-3,51;
2013-03-03;0400;-3,54;
2013-03-03;0500;-3,54;
2013-03-03;0600;-3,54;
2013-03-03;0700;-3,532;
2013-03-03;0800;-3,503;
2013-03-03;0900;13,793;
2013-03-03;1000;371,01;
2013-03-03;1100;1262,073;
2013-03-03;1200;1763,806;
2013-03-03;1300;2388,638;
2013-03-03;1400;2191,074;
2013-03-03;1500;2991,471;
2013-03-03;1600;2522,312;
2013-03-03;1700;1493,007;
2013-03-03;1800;560,877;
2013-03-03;1900;556,602;
2013-03-03;2000;263,912;
2013-03-03;2100;73,702;
2013-03-03;2200;-3,041;
2013-03-03;2300;-3,151;
2013-03-04;0000;-2,627;
2013-03-04;0100;-2,223;
2013-03-04;0200;-2,367;
2013-03-04;0300;-1,321;
2013-03-04;0400;-,393;
2013-03-04;0500;-2,755;
2013-03-04;0600;-2,243;
2013-03-04;0700;-2,531;
2013-03-04;0800;-2,408;
2013-03-04;0900;7,988;
2013-03-04;1000;122,716;
2013-03-04;1100;475,664;
2013-03-04;1200;817,112;
2013-03-04;1300;2878,555;
2013-03-04;1400;3484,142;
2013-03-04;1500;3577,714;
2013-03-04;1600;3757,485;
2013-03-04;1700;3247,813;
2013-03-04;1800;2150,479;
2013-03-04;1900;1779,314;
2013-03-04;2000;887,923;
2013-03-04;2100;132,495;
2013-03-04;2200;-3,528;
2013-03-04;2300;-3,54;
2013-03-05;0000;-3,54;
2013-03-05;0100;-3,521;
2013-03-05;0200;-3,534;
2013-03-05;0300;-3,126;
2013-03-05;0400;-3,484;
2013-03-05;0500;-2,751;
2013-03-05;0600;-2,751;
2013-03-05;0700;-2,532;
2013-03-05;0800;-2,665;
2013-03-05;0900;20,088;
2013-03-05;1000;385,394;
2013-03-05;1100;1309,635;
2013-03-05;1200;2161,633;
2013-03-05;1300;2689,505;
2013-03-05;1400;3462,947;
2013-03-05;1500;3420,452;
2013-03-05;1600;3099,693;
2013-03-05;1700;2317,485;
2013-03-05;1800;2253,275;
2013-03-05;1900;1196,922;
2013-03-05;2000;663,976;
2013-03-05;2100;99,823;
2013-03-05;2200;-3,509;
2013-03-05;2300;-3,54;
2013-03-06;0000;-3,54;
2013-03-06;0100;-3,465;
2013-03-06;0200;-3,465;
2013-03-06;0300;-3,01;
2013-03-06;0400;-3,43;
2013-03-06;0500;-3,112;
2013-03-06;0600;-3,398;
2013-03-06;0700;-3,15;
2013-03-06;0800;-3,229;
2013-03-06;0900;27,905;
2013-03-06;1000;352,585;
2013-03-06;1100;1196,246;
2013-03-06;1200;2173,577;
2013-03-06;1300;2292,357;
2013-03-06;1400;2934,81;
2013-03-06;1500;3276,768;
2013-03-06;1600;2955,954;
2013-03-06;1700;2878,148;
2013-03-06;1800;2486,402;
2013-03-06;1900;1600,429;
2013-03-06;2000;630,647;
2013-03-06;2100;103,352;
2013-03-06;2200;-3,54;
2013-03-06;2300;-3,54;
2013-03-07;0000;-3,54;
2013-03-07;0100;-3,54;
2013-03-07;0200;-3,54;
2013-03-07;0300;-3,434;
2013-03-07;0400;-3,47;
2013-03-07;0500;-3,538;
2013-03-07;0600;-3,54;
2013-03-07;0700;-3,54;
2013-03-07;0800;-3,534;
2013-03-07;0900;14,521;
2013-03-07;1000;308,492;
2013-03-07;1100;1411,169;
2013-03-07;1200;2272,033;
2013-03-07;1300;3173,186;
2013-03-07;1400;3464,943;
2013-03-07;1500;3338,904;
2013-03-07;1600;2799,336;
2013-03-07;1700;2489,959;
2013-03-07;1800;1816,445;
2013-03-07;1900;1192,73;
2013-03-07;2000;612,743;
2013-03-07;2100;102,504;
2013-03-07;2200;-3,54;
2013-03-07;2300;-3,54;
2013-03-08;0000;-3,54;
2013-03-08;0100;-3,54;
2013-03-08;0200;-3,54;
2013-03-08;0300;-3,54;
2013-03-08;0400;-3,54;
2013-03-08;0500;-3,54;
2013-03-08;0600;-3,54;
2013-03-08;0700;-3,54;
2013-03-08;0800;-3,54;
2013-03-08;0900;8,538;
2013-03-08;1000;193,29;
2013-03-08;1100;935,374;
2013-03-08;1200;1839,03;
