Nome: JOAO PESSOA
Codigo Estacao: A320
Latitude: -7.165409
Longitude: -34.815627
Altitude: 33.5
Situacao: Operante
Data Inicial: 2009-01-01
Data Final: 2019-12-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;RADIACAO GLOBAL(Kj/m²);
2009-03-22;0400;-3,343;
2009-03-22;0500;-3,512;
2009-03-22;0600;-3,54;
2009-03-22;0700;-3,54;
2009-03-22;0800;-3,529;
2009-03-22;0900;11,678;
2009-03-22;1000;466,053;
2009-03-22;1100;1241,346;
2009-03-22;1200;2171,247;
2009-03-22;1300;2369,128;
2009-03-22;1400;3045,827;
2009-03-22;1500;2703,903;
2009-03-22;1600;3527,261;
2009-03-22;1700;2978,876;
2009-03-22;1800;2746,911;
2009-03-22;1900;1455,208;
2009-03-22;2000;929,594;
2009-03-22;2100;209,945;
2009-03-22;2200;-3,54;
2009-03-22;2300;-3,54;
2009-03-23;0000;-3,54;
2009-03-23;0100;-3,54;
2009-03-23;0200;-3,532;
2009-03-23;0300;-3,52;
2009-03-23;0400;-3,495;
2009-03-23;0500;-3,54;
2009-03-23;0600;-3,465;
2009-03-23;0700;-3,54;
2009-03-23;0800;-3,54;
2009-03-23;0900;8,699;
2009-03-23;1000;325,602;
2009-03-23;1100;1066,884;
2009-03-23;1200;1685,649;
2009-03-23;1300;2126,998;
2009-03-23;1400;2633,674;
2009-03-23;1500;3053,179;
2009-03-23;1600;3561,372;
2009-03-23;1700;3196,674;
2009-03-23;1800;2679,419;
2009-03-23;1900;1658,556;
2009-03-23;2000;752,757;
2009-03-23;2100;127,988;
2009-03-23;2200;-3,473;
2009-03-23;2300;-3,54;
2009-03-24;0000;-3,54;
2009-03-24;0100;-3,538;
2009-03-24;0200;-3,535;
2009-03-24;0300;-3,397;
2009-03-24;0400;-3,478;
2009-03-24;0500;-3,535;
2009-03-24;0600;-3,532;
2009-03-24;0700;-3,54;
2009-03-24;0800;-3,204;
2009-03-24;0900;13,182;
2009-03-24;1000;202,024;
2009-03-24;1100;1249,66;
2009-03-24;1200;2420,202;
2009-03-24;1300;2959,221;
2009-03-24;1400;3453,113;
2009-03-24;1500;3684,778;
2009-03-24;1600;3769,215;
2009-03-24;1700;3429,725;
2009-03-24;1800;2372,23;
2009-03-24;1900;1516,902;
2009-03-24;2000;739,137;
2009-03-24;2100;149,565;
2009-03-24;2200;-3,504;
2009-03-24;2300;-3,538;
2009-03-25;0000;-3,54;
2009-03-25;0100;-3,442;
2009-03-25;0200;-3,368;
2009-03-25;0300;-3,518;
2009-03-25;0400;-3,448;
2009-03-25;0500;-3,483;
2009-03-25;0600;-2,941;
2009-03-25;0700;-3,351;
2009-03-25;0800;-3,52;
2009-03-25;0900;11,551;
2009-03-25;1000;230,062;
2009-03-25;1100;938,184;
2009-03-25;1200;1752,159;
2009-03-25;1300;2660,361;
2009-03-25;1400;3221,482;
2009-03-25;1500;2770,981;
2009-03-25;1600;2572,394;
2009-03-25;1700;1521,007;
2009-03-25;1800;1478,203;
2009-03-25;1900;1584,066;
2009-03-25;2000;207,529;
2009-03-25;2100;50,915;
2009-03-25;2200;-2,501;
2009-03-25;2300;-3,351;
2009-03-26;0000;-3,507;
2009-03-26;0100;-3,506;
2009-03-26;0200;-3,514;
2009-03-26;0300;-3,54;
2009-03-26;0400;-3,54;
2009-03-26;0500;-3,54;
2009-03-26;0600;-3,54;
2009-03-26;0700;-3,529;
2009-03-26;0800;-3,54;
2009-03-26;0900;9,743;
2009-03-26;1000;394,256;
2009-03-26;1100;1245,786;
2009-03-26;1200;2030,51;
2009-03-26;1300;2990,617;
2009-03-26;1400;2272,685;
2009-03-26;1500;3258,306;
2009-03-26;1600;2347,495;
2009-03-26;1700;3316,66;
2009-03-26;1800;2704,275;
2009-03-26;1900;1746,988;
2009-03-26;2000;888,154;
2009-03-26;2100;121,467;
2009-03-26;2200;-3,54;
2009-03-26;2300;-3,54;
2009-03-27;0000;-3,54;
2009-03-27;0100;-3,48;
2009-03-27;0200;-3,54;
2009-03-27;0300;-3,54;
2009-03-27;0400;-3,54;
2009-03-27;0500;-3,54;
2009-03-27;0600;-3,538;
2009-03-27;0700;-3,54;
2009-03-27;0800;-3,54;
2009-03-27;0900;18,326;
2009-03-27;1000;386,166;
2009-03-27;1100;929,939;
2009-03-27;1200;1412,772;
2009-03-27;1300;2099,474;
2009-03-27;1400;3072,217;
2009-03-27;1500;3806,17;
2009-03-27;1600;3430,445;
2009-03-27;1700;3202,441;
2009-03-27;1800;2739,655;
2009-03-27;1900;1906,149;
2009-03-27;2000;975,89;
2009-03-27;2100;136,896;
2009-03-27;2200;-3,54;
2009-03-27;2300;-3,54;
2009-03-28;0000;-3,54;
2009-03-28;0100;-3,54;
2009-03-28;0200;-3,54;
2009-03-28;0300;-3,54;
2009-03-28;0400;-3,54;
2009-03-28;0500;-3,54;
2009-03-28;0600;-3,54;
2009-03-28;0700;-3,453;
2009-03-28;0800;-3,537;
2009-03-28;0900;21,406;
2009-03-28;1000;407,151;
2009-03-28;1100;979,265;
2009-03-28;1200;1732,204;
2009-03-28;1300;3138,472;
2009-03-28;1400;3619,154;
2009-03-28;1500;3618,759;
2009-03-28;1600;2982,575;
2009-03-28;1700;2406,221;
2009-03-28;1800;2723,175;
2009-03-28;1900;1523,089;
2009-03-28;2000;1002,925;
2009-03-28;2100;122,948;
2009-03-28;2200;-3,54;
2009-03-28;2300;-3,526;
2009-03-29;0000;-3,54;
2009-03-29;0100;-3,54;
2009-03-29;0200;-3,532;
2009-03-29;0300;-3,493;
2009-03-29;0400;-2,962;
2009-03-29;0500;-3,154;
2009-03-29;0600;-3,54;
2009-03-29;0700;-3,54;
2009-03-29;0800;-3,204;
2009-03-29;0900;6,28;
2009-03-29;1000;128,79;
2009-03-29;1100;778,664;
2009-03-29;1200;2118,698;
2009-03-29;1300;2968,925;
2009-03-29;1400;3788,884;
2009-03-29;1500;1856,685;
2009-03-29;1600;3928,828;
2009-03-29;1700;3276,658;
2009-03-29;1800;2505,777;
2009-03-29;1900;1917,235;
2009-03-29;2000;703,375;
2009-03-29;2100;102,996;
2009-03-29;2200;-1,751;
2009-03-29;2300;-2,536;
2009-03-30;0000;-1,537;
2009-03-30;0100;-,268;
2009-03-30;0200;-1,228;
2009-03-30;0300;-2,46;
2009-03-30;0400;-2,709;
2009-03-30;0500;-2,488;
2009-03-30;0600;-3,175;
2009-03-30;0700;-3,228;
2009-03-30;0800;-2,951;
2009-03-30;0900;11,467;
2009-03-30;1000;542,39;
2009-03-30;1100;1331,488;
2009-03-30;1200;2189,923;
2009-03-30;1300;2966,27;
2009-03-30;1400;3129,141;
2009-03-30;1500;2551,057;
2009-03-30;1600;3356,724;
2009-03-30;1700;3035,389;
2009-03-30;1800;2573,179;
2009-03-30;1900;1816,311;
2009-03-30;2000;658,182;
2009-03-30;2100;94,592;
2009-03-30;2200;-3,54;
2009-03-30;2300;-3,54;
2009-03-31;0000;-3,54;
2009-03-31;0100;-3,54;
2009-03-31;0200;-3,476;
2009-03-31;0300;-3,4;
2009-03-31;0400;-3,285;
2009-03-31;0500;-3,489;
2009-03-31;0600;-3,336;
2009-03-31;0700;-3,184;
2009-03-31;0800;-3,54;
2009-03-31;0900;8,08;
2009-03-31;1000;384,408;
2009-03-31;1100;1265,382;
2009-03-31;1200;2300,64;
2009-03-31;1300;2772,729;
2009-03-31;1400;3348,807;
2009-03-31;1500;3499,516;
2009-03-31;1600;3267,172;
2009-03-31;1700;2485,168;
2009-03-31;1800;1892,923;
2009-03-31;1900;1695,676;
2009-03-31;2000;561,314;
2009-03-31;2100;68,88;
2009-03-31;2200;-3,54;
2009-03-31;2300;-3,54;
2009-04-01;0000;-3,538;
2009-04-01;0100;-3,534;
2009-04-01;0200;-3,54;
2009-04-01;0300;-3,534;
2009-04-01;0400;-3,54;
2009-04-01;0500;-3,404;
2009-04-01;0600;-3,158;
2009-04-01;0700;-3,467;
2009-04-01;0800;-3,535;
2009-04-01;0900;8,326;
2009-04-01;1000;454,227;
2009-04-01;1100;914,02;
2009-04-01;1200;1864,141;
2009-04-01;1300;3158,678;
2009-04-01;1400;3525,193;
2009-04-01;1500;3725,849;
2009-04-01;1600;3689,914;
2009-04-01;1700;3251,14;
2009-04-01;1800;2645,983;
2009-04-01;1900;1672,251;
2009-04-01;2000;745,411;
2009-04-01;2100;48,233;
2009-04-01;2200;-3,54;
2009-04-01;2300;-3,54;
2009-04-02;0000;-3,54;
2009-04-02;0100;-3,54;
2009-04-02;0200;-3,54;
2009-04-02;0300;-3,481;
2009-04-02;0400;-3,243;
2009-04-02;0500;-3,54;
2009-04-02;0600;-3,538;
2009-04-02;0700;-3,54;
2009-04-02;0800;-3,538;
2009-04-02;0900;20,918;
2009-04-02;1000;533,414;
2009-04-02;1100;942,031;
2009-04-02;1200;2144,712;
2009-04-02;1300;3025,7;
2009-04-02;1400;3426,881;
2009-04-02;1500;3627,906;
2009-04-02;1600;3577,514;
2009-04-02;1700;3137,365;
2009-04-02;1800;2056,576;
2009-04-02;1900;1541,017;
2009-04-02;2000;624,946;
2009-04-02;2100;80,587;
2009-04-02;2200;-3,54;
2009-04-02;2300;-3,54;
2009-04-03;0000;-3,54;
2009-04-03;0100;-3,54;
2009-04-03;0200;-3,54;
2009-04-03;0300;-3,54;
2009-04-03;0400;-3,538;
2009-04-03;0500;-3,54;
2009-04-03;0600;-3,538;
2009-04-03;0700;-3,54;
2009-04-03;0800;-3,54;
2009-04-03;0900;8,004;
2009-04-03;1000;284,166;
2009-04-03;1100;848,783;
2009-04-03;1200;2224,575;
2009-04-03;1300;2460,959;
2009-04-03;1400;3502,618;
2009-04-03;1500;3733,925;
2009-04-03;1600;3499,857;
2009-04-03;1700;2517,335;
2009-04-03;1800;2251,324;
2009-04-03;1900;1790,096;
2009-04-03;2000;802,51;
2009-04-03;2100;48,197;
2009-04-03;2200;-3,54;
2009-04-03;2300;-3,54;
2009-04-04;0000;-3,54;
2009-04-04;0100;-3,54;
2009-04-04;0200;-3,54;
2009-04-04;0300;-3,54;
2009-04-04;0400;-3,54;
2009-04-04;0500;-3,464;
2009-04-04;0600;-3,358;
2009-04-04;0700;-3,428;
2009-04-04;0800;-3,528;
2009-04-04;0900;17,298;
2009-04-04;1000;330,859;
2009-04-04;1100;1282,159;
2009-04-04;1200;2310,016;
2009-04-04;1300;2768,799;
2009-04-04;1400;3226,363;
2009-04-04;1500;3391,639;
2009-04-04;1600;3597,452;
2009-04-04;1700;3261,043;
2009-04-04;1800;2658,954;
2009-04-04;1900;1860,274;
2009-04-04;2000;920,077;
2009-04-04;2100;103,234;
2009-04-04;2200;-3,54;
2009-04-04;2300;-3,54;
2009-04-05;0000;-3,54;
2009-04-05;0100;-3,54;
2009-04-05;0200;-3,517;
2009-04-05;0300;-3,54;
2009-04-05;0400;-3,54;
2009-04-05;0500;-3,54;
2009-04-05;0600;-3,54;
2009-04-05;0700;-3,54;
2009-04-05;0800;-3,54;
2009-04-05;0900;10,977;
2009-04-05;1000;481,189;
2009-04-05;1100;1402,097;
2009-04-05;1200;2171,485;
2009-04-05;1300;2762,298;
2009-04-05;1400;2687,926;
2009-04-05;1500;3675,264;
2009-04-05;1600;3534,837;
2009-04-05;1700;1641,183;
2009-04-05;1800;2577,657;
2009-04-05;1900;1617,764;
2009-04-05;2000;893,869;
2009-04-05;2100;79,298;
2009-04-05;2200;-3,54;
2009-04-05;2300;-3,54;
2009-04-06;0000;-3,54;
2009-04-06;0100;-3,54;
2009-04-06;0200;-3,54;
2009-04-06;0300;-3,54;
2009-04-06;0400;-3,503;
2009-04-06;0500;-3,528;
2009-04-06;0600;-3,538;
2009-04-06;0700;-3,478;
2009-04-06;0800;-3,438;
2009-04-06;0900;,61;
2009-04-06;1000;36,7;
2009-04-06;1100;249,355;
2009-04-06;1200;744,504;
2009-04-06;1300;1266,03;
2009-04-06;1400;1665,667;
2009-04-06;1500;2223,927;
2009-04-06;1600;2330,898;
2009-04-06;1700;2060,802;
2009-04-06;1800;1063,923;
2009-04-06;1900;918,508;
2009-04-06;2000;451,176;
2009-04-06;2100;56,337;
2009-04-06;2200;-3,537;
2009-04-06;2300;-3,54;
2009-04-07;0000;-3,54;
2009-04-07;0100;-3,095;
2009-04-07;0200;-3,434;
2009-04-07;0300;-3,408;
2009-04-07;0400;-3,535;
2009-04-07;0500;-3,531;
2009-04-07;0600;-3,341;
2009-04-07;0700;-3,507;
2009-04-07;0800;-3,54;
2009-04-07;0900;10,296;
2009-04-07;1000;511,078;
2009-04-07;1100;786,003;
2009-04-07;1200;1140,505;
2009-04-07;1300;2879,482;
2009-04-07;1400;3440,293;
2009-04-07;1500;3572,289;
2009-04-07;1600;3568,297;
2009-04-07;1700;3218,883;
2009-04-07;1800;2588,915;
2009-04-07;1900;1661,924;
2009-04-07;2000;881,029;
2009-04-07;2100;92,549;
2009-04-07;2200;-3,54;
2009-04-07;2300;-3,54;
2009-04-08;0000;-3,311;
2009-04-08;0100;-3,517;
2009-04-08;0200;-3,538;
2009-04-08;0300;-3,538;
2009-04-08;0400;-3,515;
2009-04-08;0500;-3,492;
2009-04-08;0600;-3,504;
2009-04-08;0700;-3,319;
2009-04-08;0800;-3,203;
2009-04-08;0900;21,285;
2009-04-08;1000;453,782;
2009-04-08;1100;1125,796;
2009-04-08;1200;2054,222;
2009-04-08;1300;2973,461;
2009-04-08;1400;3253,642;
2009-04-08;1500;2553,594;
2009-04-08;1600;3462,823;
2009-04-08;1700;3342,299;
2009-04-08;1800;2722,286;
2009-04-08;1900;1810,62;
2009-04-08;2000;801,245;
2009-04-08;2100;60,023;
2009-04-08;2200;-3,54;
2009-04-08;2300;-3,54;
2009-04-09;0000;-3,54;
2009-04-09;0100;-3,425;
2009-04-09;0200;-3,54;
2009-04-09;0300;-3,487;
2009-04-09;0400;-3,54;
2009-04-09;0500;-3,475;
2009-04-09;0600;-3,405;
2009-04-09;0700;-3,271;
2009-04-09;0800;-3,476;
2009-04-09;0900;11,455;
2009-04-09;1000;289,488;
2009-04-09;1100;1048,994;
2009-04-09;1200;1578,917;
2009-04-09;1300;2065,021;
2009-04-09;1400;2880,823;
2009-04-09;1500;3490,55;
2009-04-09;1600;3234,967;
2009-04-09;1700;2987,332;
2009-04-09;1800;2250,307;
2009-04-09;1900;1526,364;
2009-04-09;2000;661,125;
2009-04-09;2100;52,981;
2009-04-09;2200;-3,54;
2009-04-09;2300;-3,54;
2009-04-10;0000;-3,54;
2009-04-10;0100;-3,54;
2009-04-10;0200;-3,54;
2009-04-10;0300;-3,538;
2009-04-10;0400;-3,509;
2009-04-10;0500;-3,535;
2009-04-10;0600;-3,54;
2009-04-10;0700;-3,528;
2009-04-10;0800;-2,755;
2009-04-10;0900;11,606;
2009-04-10;1000;309,557;
2009-04-10;1100;968,462;
2009-04-10;1200;744,673;
2009-04-10;1300;783,2;
2009-04-10;1400;1523,43;
2009-04-10;1500;1359,499;
2009-04-10;1600;1108,806;
2009-04-10;1700;1113,239;
2009-04-10;1800;1752,738;
2009-04-10;1900;1101,96;
2009-04-10;2000;326,071;
2009-04-10;2100;44,545;
2009-04-10;2200;-3,535;
2009-04-10;2300;-3,54;
2009-04-11;0000;-3,54;
2009-04-11;0100;-3,324;
2009-04-11;0200;-2,791;
2009-04-11;0300;-3,2;
2009-04-11;0400;-2,706;
2009-04-11;0500;-2,631;
2009-04-11;0600;-3,385;
2009-04-11;0700;-3,335;
2009-04-11;0800;-2,112;
2009-04-11;0900;4,018;
2009-04-11;1000;397,189;
2009-04-11;1100;901,291;
2009-04-11;1200;2051,168;
2009-04-11;1300;2746,784;
2009-04-11;1400;1906,922;
2009-04-11;1500;2237,467;
2009-04-11;1600;2532,033;
2009-04-11;1700;1259,519;
2009-04-11;1800;1322,44;
2009-04-11;1900;591,668;
2009-04-11;2000;296,437;
2009-04-11;2100;36,775;
2009-04-11;2200;-2,997;
2009-04-11;2300;-3,328;
2009-04-12;0000;-2,091;
2009-04-12;0100;-3,017;
2009-04-12;0200;-3,121;
2009-04-12;0300;-2,85;
2009-04-12;0400;-2,82;
2009-04-12;0500;-3,106;
2009-04-12;0600;-1,594;
2009-04-12;0700;-,827;
2009-04-12;0800;-2,342;
2009-04-12;0900;2,477;
2009-04-12;1000;212,221;
2009-04-12;1100;800,215;
2009-04-12;1200;948,09;
2009-04-12;1300;1509,615;
2009-04-12;1400;2097,905;
2009-04-12;1500;2535,235;
2009-04-12;1600;1030,153;
2009-04-12;1700;383,498;
2009-04-12;1800;511,726;
2009-04-12;1900;482,344;
2009-04-12;2000;378,752;
2009-04-12;2100;53,536;
2009-04-12;2200;-3,495;
2009-04-12;2300;-3,354;
2009-04-13;0000;-2,965;
2009-04-13;0100;-3,355;
2009-04-13;0200;-3,034;
2009-04-13;0300;-3,182;
2009-04-13;0400;-1,473;
2009-04-13;0500;-2,638;
2009-04-13;0600;-2,577;
2009-04-13;0700;-2,329;
2009-04-13;0800;-2,421;
2009-04-13;0900;15,583;
2009-04-13;1000;162,322;
2009-04-13;1100;130,755;
2009-04-13;1200;669,267;
2009-04-13;1300;1907,694;
2009-04-13;1400;1590,519;
2009-04-13;1500;1317,097;
2009-04-13;1600;1223,139;
2009-04-13;1700;1853,635;
2009-04-13;1800;2766,29;
2009-04-13;1900;2078,861;
2009-04-13;2000;890,888;
2009-04-13;2100;103,414;
2009-04-13;2200;-3,538;
2009-04-13;2300;-3,54;
2009-04-14;0000;-3,534;
2009-04-14;0100;-2,865;
2009-04-14;0200;-3,54;
2009-04-14;0300;-3,497;
2009-04-14;0400;-3,461;
2009-04-14;0500;-3,338;
2009-04-14;0600;-2,734;
2009-04-14;0700;-,929;
2009-04-14;0800;-1,676;
2009-04-14;0900;1,615;
2009-04-14;1000;117,256;
2009-04-14;1100;80,466;
2009-04-14;1200;115,047;
2009-04-14;1300;440,708;
2009-04-14;1400;341,527;
2009-04-14;1500;431,99;
2009-04-14;1600;2937,698;
2009-04-14;1700;2998,248;
2009-04-14;1800;2594,092;
2009-04-14;1900;1702,877;
2009-04-14;2000;823,347;
2009-04-14;2100;84,513;
2009-04-14;2200;-3,54;
2009-04-14;2300;-3,54;
2009-04-15;0000;-3,534;
2009-04-15;0100;-3,512;
2009-04-15;0200;-3,469;
2009-04-15;0300;-3,503;
2009-04-15;0400;-3,372;
2009-04-15;0500;-2,716;
2009-04-15;0600;-1,982;
2009-04-15;0700;-,91;
2009-04-15;0800;-,097;
2009-04-15;0900;13,519;
2009-04-15;1000;498,128;
2009-04-15;1100;1211,792;
2009-04-15;1200;2217,533;
2009-04-15;1300;2771,953;
2009-04-15;1400;2928,105;
2009-04-15;1500;3194,944;
2009-04-15;1600;3569,128;
2009-04-15;1700;2719,015;
2009-04-15;1800;2410,395;
2009-04-15;1900;1625,641;
2009-04-15;2000;786,216;
2009-04-15;2100;64,505;
2009-04-15;2200;-3,535;
2009-04-15;2300;-3,54;
2009-04-16;0000;-3,531;
2009-04-16;0100;-3,5;
2009-04-16;0200;-3,54;
2009-04-16;0300;-3,54;
2009-04-16;0400;-3,534;
2009-04-16;0500;-3,532;
2009-04-16;0600;-3,54;
2009-04-16;0700;-3,486;
2009-04-16;0800;-3,385;
2009-04-16;0900;9,858;
2009-04-16;1000;571,338;
2009-04-16;1100;1180,369;
2009-04-16;1200;1891,455;
2009-04-16;1300;2512,55;
2009-04-16;1400;3125,921;
2009-04-16;1500;3154,593;
2009-04-16;1600;2710,993;
2009-04-16;1700;2534,666;
2009-04-16;1800;1797,676;
2009-04-16;1900;1327,942;
2009-04-16;2000;407,817;
2009-04-16;2100;43,459;
2009-04-16;2200;-3,54;
2009-04-16;2300;-3,54;
2009-04-17;0000;-3,509;
2009-04-17;0100;-3,438;
2009-04-17;0200;-2,889;
2009-04-17;0300;-2,966;
2009-04-17;0400;-3,54;
2009-04-17;0500;-3,54;
2009-04-17;0600;-3,501;
2009-04-17;0700;-3,538;
2009-04-17;0800;-3,408;
2009-04-17;0900;14,836;
2009-04-17;1000;499,72;
2009-04-17;1100;1357,861;
2009-04-17;1200;2203,783;
2009-04-17;1300;2974,902;
2009-04-17;1400;3131,116;
2009-04-17;1500;3379,737;
2009-04-17;1600;2891,695;
2009-04-17;1700;2606,222;
2009-04-17;1800;1730,115;
2009-04-17;1900;1391,135;
2009-04-17;2000;680,111;
2009-04-17;2100;122,81;
2009-04-17;2200;-3,493;
2009-04-17;2300;-3,461;
2009-04-18;0000;-3,467;
2009-04-18;0100;-3,475;
2009-04-18;0200;-3,486;
2009-04-18;0300;-3,285;
2009-04-18;0400;-3,219;
2009-04-18;0500;-3,424;
2009-04-18;0600;-2,721;
2009-04-18;0700;-3,333;
2009-04-18;0800;-2,574;
2009-04-18;0900;25,237;
2009-04-18;1000;396,197;
2009-04-18;1100;1072,32;
2009-04-18;1200;2207,023;
2009-04-18;1300;2089,105;
2009-04-18;1400;2380,028;
2009-04-18;1500;593,454;
2009-04-18;1600;724,426;
2009-04-18;1700;1507,588;
2009-04-18;1800;875,156;
2009-04-18;1900;869,278;
2009-04-18;2000;303,59;
2009-04-18;2100;45,049;
2009-04-18;2200;-3,344;
2009-04-18;2300;-3,54;
2009-04-19;0000;-3,537;
2009-04-19;0100;-3,54;
2009-04-19;0200;-3,54;
2009-04-19;0300;-3,54;
2009-04-19;0400;-3,54;
2009-04-19;0500;-3,54;
2009-04-19;0600;-3,54;
2009-04-19;0700;-3,54;
2009-04-19;0800;-3,538;
2009-04-19;0900;10,465;
2009-04-19;1000;454,02;
2009-04-19;1100;576,791;
2009-04-19;1200;1925,594;
2009-04-19;1300;2440,646;
2009-04-19;1400;2645,156;
2009-04-19;1500;2846,35;
2009-04-19;1600;3342,737;
2009-04-19;1700;2913,852;
2009-04-19;1800;2473,582;
2009-04-19;1900;1084,329;
2009-04-19;2000;314,889;
2009-04-19;2100;8,645;
2009-04-19;2200;-2,413;
2009-04-19;2300;-2,785;
2009-04-20;0000;-2,229;
2009-04-20;0100;-1,566;
2009-04-20;0200;-1,653;
2009-04-20;0300;-2,577;
2009-04-20;0400;-2,166;
2009-04-20;0500;-,677;
2009-04-20;0600;-,286;
2009-04-20;0700;-1,453;
2009-04-20;0800;-1,827;
2009-04-20;0900;2,132;
2009-04-20;1000;60,832;
2009-04-20;1100;239,018;
2009-04-20;1200;502,709;
2009-04-20;1300;1194,746;
2009-04-20;1400;2006,167;
2009-04-20;1500;1606,462;
2009-04-20;1600;1686,997;
2009-04-20;1700;1461,402;
2009-04-20;1800;891,381;
2009-04-20;1900;524,611;
2009-04-20;2000;330,335;
2009-04-20;2100;31,125;
2009-04-20;2200;-3,291;
2009-04-20;2300;-2,959;
2009-04-21;0000;-2,856;
2009-04-21;0100;-3,071;
2009-04-21;0200;-3,035;
2009-04-21;0300;-3,389;
2009-04-21;0400;-2,271;
2009-04-21;0500;-2,134;
2009-04-21;0600;-1,903;
2009-04-21;0700;-2,04;
2009-04-21;0800;-2,845;
2009-04-21;0900;27,965;
2009-04-21;1000;410,55;
2009-04-21;1100;1120,905;
2009-04-21;1200;782,049;
2009-04-21;1300;2048,775;
2009-04-21;1400;2754,698;
2009-04-21;1500;3460,937;
2009-04-21;1600;2970,851;
2009-04-21;1700;1763,079;
2009-04-21;1800;1901,362;
2009-04-21;1900;1430,041;
2009-04-21;2000;522,994;
2009-04-21;2100;42,28;
2009-04-21;2200;-3,54;
2009-04-21;2300;-3,54;
2009-04-22;0000;-3,535;
2009-04-22;0100;-3,389;
2009-04-22;0200;-2,962;
2009-04-22;0300;-2,571;
2009-04-22;0400;-2,308;
2009-04-22;0500;-2,465;
2009-04-22;0600;-2,701;
2009-04-22;0700;-1,812;
2009-04-22;0800;-2,516;
2009-04-22;0900;38,828;
2009-04-22;1000;656,1;
2009-04-22;1100;935,933;
2009-04-22;1200;485,177;
2009-04-22;1300;1364,245;
2009-04-22;1400;1145,837;
2009-04-22;1500;979,296;
2009-04-22;1600;1099,854;
2009-04-22;1700;1168,391;
2009-04-22;1800;698,229;
2009-04-22;1900;1077,539;
2009-04-22;2000;166,634;
2009-04-22;2100;32,004;
2009-04-22;2200;-2,946;
2009-04-22;2300;-3,453;
2009-04-23;0000;-3,239;
2009-04-23;0100;-2,721;
2009-04-23;0200;-1,294;
2009-04-23;0300;-1,224;
2009-04-23;0400;-1,108;
2009-04-23;0500;,041;
2009-04-23;0600;-,698;
2009-04-23;0700;-1,829;
2009-04-23;0800;-2,019;
2009-04-23;0900;10,822;
2009-04-23;1000;169,854;
2009-04-23;1100;749,658;
2009-04-23;1200;1513,434;
2009-04-23;1300;2463,203;
2009-04-23;1400;2845,288;
2009-04-23;1500;3441,979;
2009-04-23;1600;3041,211;
2009-04-23;1700;2998,724;
2009-04-23;1800;1931,826;
2009-04-23;1900;1306,922;
2009-04-23;2000;669,071;
2009-04-23;2100;56,237;
2009-04-23;2200;-3,54;
2009-04-23;2300;-3,54;
2009-04-24;0000;-3,54;
2009-04-24;0100;-3,54;
2009-04-24;0200;-3,399;
2009-04-24;0300;-3,54;
2009-04-24;0400;-3,54;
2009-04-24;0500;-3,524;
2009-04-24;0600;-3,483;
2009-04-24;0700;-3,442;
2009-04-24;0800;-2,989;
2009-04-24;0900;5,787;
2009-04-24;1000;151,044;
2009-04-24;1100;797,243;
2009-04-24;1200;1131,191;
2009-04-24;1300;1112,539;
2009-04-24;1400;1704,632;
2009-04-24;1500;2002,965;
2009-04-24;1600;1489,664;
2009-04-24;1700;1539,624;
2009-04-24;1800;1630,235;
2009-04-24;1900;1018,333;
2009-04-24;2000;708,228;
2009-04-24;2100;46,615;
2009-04-24;2200;-3,54;
2009-04-24;2300;-3,54;
2009-04-25;0000;-3,54;
2009-04-25;0100;-3,54;
2009-04-25;0200;-3,54;
2009-04-25;0300;-3,54;
2009-04-25;0400;-2,933;
2009-04-25;0500;-3,448;
2009-04-25;0600;-3,075;
2009-04-25;0700;-3,046;
2009-04-25;0800;-2,42;
2009-04-25;0900;12,87;
2009-04-25;1000;417,085;
2009-04-25;1100;765,872;
2009-04-25;1200;1866,068;
2009-04-25;1300;2387,738;
2009-04-25;1400;1992,297;
2009-04-25;1500;2719,139;
2009-04-25;1600;3180,573;
2009-04-25;1700;3001,447;
2009-04-25;1800;1883,544;
2009-04-25;1900;566,057;
2009-04-25;2000;361,448;
2009-04-25;2100;26,123;
2009-04-25;2200;-3,431;
2009-04-25;2300;-3,538;
2009-04-26;0000;-3,088;
2009-04-26;0100;-2,698;
2009-04-26;0200;-3,156;
2009-04-26;0300;-3,17;
2009-04-26;0400;-3,122;
2009-04-26;0500;-3,202;
2009-04-26;0600;-3,095;
2009-04-26;0700;-3,349;
2009-04-26;0800;-2,637;
2009-04-26;0900;11,22;
2009-04-26;1000;374,825;
2009-04-26;1100;1257,323;
2009-04-26;1200;1166,936;
2009-04-26;1300;2736,822;
2009-04-26;1400;3250,006;
2009-04-26;1500;3407,354;
2009-04-26;1600;3008,562;
2009-04-26;1700;2941,776;
2009-04-26;1800;2307,007;
2009-04-26;1900;1491,001;
2009-04-26;2000;655,713;
2009-04-26;2100;37,717;
2009-04-26;2200;-3,54;
2009-04-26;2300;-3,521;
2009-04-27;0000;-3,503;
2009-04-27;0100;-3,495;
2009-04-27;0200;-3,54;
2009-04-27;0300;-3,54;
2009-04-27;0400;-3,51;
2009-04-27;0500;-3,501;
2009-04-27;0600;-3,532;
2009-04-27;0700;-3,041;
2009-04-27;0800;-2,492;
2009-04-27;0900;23,739;
2009-04-27;1000;248,169;
2009-04-27;1100;749,051;
2009-04-27;1200;1601,546;
2009-04-27;1300;1103,608;
2009-04-27;1400;1421,376;
2009-04-27;1500;783,614;
2009-04-27;1600;1382,008;
2009-04-27;1700;756,572;
